Job Title,Job Type,Company Name,Posted Date,Cities,States,Start Date,Duration,Numer of Openings,Late date to apply,Stipend_num
INTERN FOR SOCIAL MOBILIZER,Full Time,Mangaldai Municipal Board,2023-05-23 00:00:00,Mangaldoi,Assam,Immediately,3 Months,1,2023-08-15 00:00:00,5000.0
"MOBILIZATION OF URBAN POOR AND BUILDING COMMUNITY ORGANIZATION VIZ SHGS,ALFS,CLFS, URBAN LIVELIHOODS, ENTERPRISE DEVELOPMENT OF URBAN POOR",Full Time,MORAN MUNICIPAL BOARD,2023-05-23 00:00:00,Charaideo,Assam,Immediately,3 Months,1,2023-06-23 00:00:00,5000.0
"SELF-EMPLOYMENT PROGRAMME VIZ. INDIVIDUAL AND SHG BANK LINKAGE, SHELTER FOR URBAN HOMELESS",Full Time,MORAN MUNICIPAL BOARD,2023-05-23 00:00:00,Charaideo,Assam,Immediately,3 Months,1,2023-06-23 00:00:00,5000.0
"MASS COMMUNICATION AND SOCIAL MEDIA, ON-BOARDING OF SHGS PRODUCT THROUGH E-COMMERCE PLATFORM",Full Time,MORAN MUNICIPAL BOARD,2023-05-23 00:00:00,Charaideo,Assam,Immediately,3 Months,1,2023-06-23 00:00:00,5000.0
DATA ENTRY OPERATOR,Full Time,TMC TNARASIPURA,2023-05-24 00:00:00,T. Narsipur,Karnataka,Immediately,6 Months,1,2023-06-07 00:00:00,5000.0
SOCIAL MOBILIZER,Full Time,Maibang Municipal Board,2023-05-24 00:00:00,Maibong,Assam,Immediately,2 Months,2,2023-06-24 00:00:00,5000.0
CHILD DEVELOPMENT,Virtual Internship,NAGAR PARISHAD CHITRAKOOT,2023-05-26 00:00:00,Satna,Madhya Pradesh,Immediately,2 Months,1,2023-05-26 00:00:00,1500.0
SELF EMPLOYMENT PROGRAMME (INDIVIDUAL AND SHG BANK LINKAGE),Full Time,DAY NULM GOSSAIGAON ASSAM,2023-05-29 00:00:00,Kokrajhar,Assam,Immediately,3 Months,2,2023-06-15 00:00:00,5000.0
SELF EMPLOYMENT PROGRAMME (INDIVIDUAL AND SHG BANK LINKAGE),Full Time,DAY NULM KOKRAJHAR ASSAM,2023-05-29 00:00:00,Kokrajhar,Assam,Immediately,3 Months,1,2023-09-13 00:00:00,5000.0
CITY LIVELIHOOD CENTRE OF DAY-NULM AND DESIGNING VENDING ZONE,Full Time,DAY NULM KOKRAJHAR ASSAM,2023-05-29 00:00:00,Kokrajhar,Assam,Immediately,3 Months,2,2023-09-13 00:00:00,5000.0
MASS COMMUNICATIONS & SOCIAL MEDIA AND ONBOARDING OF SHG PRODUCTS THROUGH ECOMMERCE,Full Time,DAY NULM KOKRAJHAR ASSAM,2023-05-29 00:00:00,Kokrajhar,Assam,Immediately,3 Months,2,2023-09-13 00:00:00,5000.0
"URBAN LIVELIHOOD, ENTERPRISE DEVELOPMENT OF URBAN POOR",Full Time,DAY NULM GOSSAIGAON ASSAM,2023-05-29 00:00:00,Kokrajhar,Assam,Immediately,3 Months,1,2023-09-13 00:00:00,5000.0
SHG- CAPACITY BUILDING INTERN,Full Time,"City Mission Management Unit, North Lakhimpur",2023-05-30 00:00:00,Lakhimpur,Assam,Immediately,12 Weeks,1,2023-07-20 00:00:00,5000.0
SHG- CAPACITY BUILDING INTERN,Full Time,"City Mission Management Unit, North Lakhimpur",2023-05-30 00:00:00,Lakhimpur,Assam,Immediately,12 Weeks,1,2023-07-20 00:00:00,5000.0
SHG- CAPACITY BUILDING INTERN,Full Time,"City Mission Management Unit, North Lakhimpur",2023-05-30 00:00:00,Lakhimpur,Assam,Immediately,12 Weeks,1,2023-07-20 00:00:00,5000.0
SHG- CAPACITY BUILDING INTERN,Full Time,"City Mission Management Unit, North Lakhimpur",2023-05-30 00:00:00,Lakhimpur,Assam,Immediately,12 Weeks,1,2023-07-20 00:00:00,5000.0
SHG- CAPACITY BUILDING INTERN,Full Time,"City Mission Management Unit, North Lakhimpur",2023-05-30 00:00:00,Lakhimpur,Assam,Immediately,12 Weeks,1,2023-06-08 00:00:00,5000.0
SHG- CAPACITY BUILDING INTERN,Full Time,"City Mission Management Unit, North Lakhimpur",2023-05-30 00:00:00,Lakhimpur,Assam,Immediately,12 Weeks,1,2023-06-08 00:00:00,5000.0
SHG- CAPACITY BUILDING INTERN,Full Time,"City Mission Management Unit, North Lakhimpur",2023-05-30 00:00:00,Lakhimpur,Assam,Immediately,12 Weeks,1,2023-07-20 00:00:00,5000.0
SHG- CAPACITY BUILDING INTERN,Full Time,"City Mission Management Unit, North Lakhimpur",2023-05-30 00:00:00,Lakhimpur,Assam,Immediately,12 Weeks,1,2023-06-08 00:00:00,5000.0
SHG- CAPACITY BUILDING INTERN,Full Time,"City Mission Management Unit, North Lakhimpur",2023-05-30 00:00:00,Lakhimpur,Assam,Immediately,12 Weeks,1,2023-06-08 00:00:00,5000.0
SHG- CAPACITY BUILDING INTERN,Full Time,"City Mission Management Unit, North Lakhimpur",2023-05-30 00:00:00,Lakhimpur,Assam,Immediately,12 Weeks,1,2023-06-08 00:00:00,5000.0
SHG- CAPACITY BUILDING INTERN,Full Time,"City Mission Management Unit, North Lakhimpur",2023-05-30 00:00:00,Lakhimpur,Assam,Immediately,12 Weeks,1,2023-06-08 00:00:00,5000.0
SHG- CAPACITY BUILDING INTERN,Full Time,"City Mission Management Unit, North Lakhimpur",2023-05-30 00:00:00,Lakhimpur,Assam,Immediately,12 Weeks,1,2023-06-08 00:00:00,5000.0
SHG- CAPACITY BUILDING INTERN,Full Time,"City Mission Management Unit, North Lakhimpur",2023-05-30 00:00:00,Lakhimpur,Assam,Immediately,12 Weeks,1,2023-06-08 00:00:00,5000.0
SHG- CAPACITY BUILDING INTERN,Full Time,"City Mission Management Unit, North Lakhimpur",2023-05-30 00:00:00,Lakhimpur,Assam,Immediately,12 Weeks,1,2023-07-20 00:00:00,5000.0
SHG- CAPACITY BUILDING INTERN,Full Time,"City Mission Management Unit, North Lakhimpur",2023-05-30 00:00:00,Lakhimpur,Assam,Immediately,12 Weeks,1,2023-06-08 00:00:00,5000.0
URBAN WOMEN EMPOWERMENT,Full Time,City Mission Manangement Unit DAY NULM,2023-05-31 00:00:00,West Karbi Anglong,Assam,Immediately,8 Weeks,5,2023-06-16 00:00:00,5000.0
"MOBILIZATION OF URBAN POOR AND BUILDING COMMUNITY ORGANIZATION VIZ SHGS,ALFS,CLFS, URBAN LIVELIHOODS, ENTERPRISE DEVELOPMENT OF URBAN POOR",Part Time,Lonavala Municipal Council,2023-05-31 00:00:00,Pune,Maharashtra,Immediately,03 Months,5,2024-02-29 00:00:00,5000.0
MOBILIZATION OF URBAN POOR AND BUILDING COMMUNITY INSTITUTION,Part Time,Lonavala Municipal Council,2023-05-31 00:00:00,Pune,Maharashtra,Immediately,03 Months,5,2024-02-29 00:00:00,5000.0
URBAN POVERTY,Part Time,Mango Municipal Corporation,2023-05-31 00:00:00,East Singhbhum,Jharkhand,Immediately,2 Months,1,2023-06-05 00:00:00,5000.0
"SELF-EMPLOYMENT PROGRAMME VIZ. INDIVIDUAL AND SHG BANK LINKAGE, SHELTER FOR URBAN HOMELESS",Full Time,Silpathar,2023-06-01 00:00:00,Dhemaji,Assam,Immediately,8 Weeks,1,2023-06-27 00:00:00,5000.0
MICRO ENETRPRISE PROMOTION OF WOMEN SELF HELP GROUPS AND FINANCIAL INCLUSION OF SHGS,Full Time,Municipal Corporation Ambikapur,2023-06-03 00:00:00,Ambikapur,Chhattisgarh,Immediately,12 Weeks,2,2023-08-15 00:00:00,3000.0
TRAINING OF SKILL DEVELOPMENT,Full Time,CHAKRADHARPUR,2023-06-07 00:00:00,West Singhbhum,Jharkhand,Immediately,2 Months,60,2023-06-30 00:00:00,5000.0
SALES EXECUTIVE (CLC),Full Time,CITY MISSION MANAGEMENT UNIT DAY NULM JORHAT,2023-06-08 00:00:00,Jorhat,Assam,Immediately,11 Months,1,2023-07-31 00:00:00,5000.0
"MOBILIZATION OF URBAN POOR AND BUILDING COMMUNITY ORGANIZATION VIZ SHGS, ALFS, CLFS, URBAN LIVELIHOODS, ENTERPRISE DEVELOPMENT & CREDIT LINKAGE OF URBAN POOR",Full Time,DAY NULM Dhakuakhana,2023-06-08 00:00:00,Dhakuakhana,Assam,Immediately,8 Weeks,2,2023-07-20 00:00:00,5000.0
"MOBILIZATION OF URBAN POOR AND BUILDING COMMUNITY ORGANIZATION VIZ SHGS, ALFS, CLFS, URBAN LIVELIHOODS, ENTERPRISE DEVELOPMENT & CREDIT LINKAGE OF URBAN POOR",Full Time,NULM BIHPURIA,2023-06-08 00:00:00,Bihupuria,Assam,Immediately,8 Weeks,2,2023-06-27 00:00:00,5000.0
MARKETING EXPERT,Full Time,Tripura Urban Livelihoods Mission,2023-06-14 00:00:00,Agartala,Tripura,Immediately,8 Weeks,2,2023-06-30 00:00:00,5000.0
LIVELIHOOD PLANNER,Full Time,Tripura Urban Livelihoods Mission,2023-06-14 00:00:00,Agartala,Tripura,Immediately,8 Weeks,2,2023-06-30 00:00:00,5000.0
FINANCIAL INCLUSION EXPERT,Full Time,Tripura Urban Livelihoods Mission,2023-06-14 00:00:00,Agartala,Tripura,Immediately,8 Weeks,1,2023-06-30 00:00:00,5000.0
SOCIAL MEDIA EXPERT,Full Time,Tripura Urban Livelihoods Mission,2023-06-14 00:00:00,Agartala,Tripura,Immediately,8 Weeks,1,2023-06-30 00:00:00,5000.0
ONLINE TECHNICAL SUPPORT,Full Time,Tripura Urban Livelihoods Mission,2023-06-14 00:00:00,Agartala,Tripura,Immediately,8 Weeks,1,2023-06-30 00:00:00,5000.0
SUPPORT TO E-COMMERCE PORTAL,Full Time,Tripura Urban Livelihoods Mission,2023-06-14 00:00:00,Agartala,Tripura,Immediately,8 Weeks,1,2023-06-30 00:00:00,5000.0
INTERN FOR NULM,Full Time,ASULMS BARPETA,2023-06-14 00:00:00,Barpeta,Assam,Immediately,2 Months,5,2023-08-07 00:00:00,5000.0
INTERN FOR NULM,Full Time,ASULMS SARTHEBARI,2023-06-15 00:00:00,Barpeta,Assam,Immediately,2 Months,2,2023-08-31 00:00:00,5000.0
DAY-NULM,Part Time,DAY NULM BISWANATH CHARIALI,2023-06-16 00:00:00,Biswanath,Assam,Immediately,12 Weeks,1,2023-06-16 00:00:00,5000.0
DAY-NULM,Full Time,DAY NULM BISWANATH CHARIALI,2023-06-16 00:00:00,Biswanath,Assam,Immediately,12 Weeks,1,2023-06-17 00:00:00,5000.0
DAY-NULM,Part Time,DAY NULM BISWANATH CHARIALI,2023-06-22 00:00:00,Biswanath,Assam,Immediately,12 Weeks,1,2023-06-22 00:00:00,5000.0
INTERN FOR NULM,Full Time,Nagar Panchayat Areraj,2023-06-23 00:00:00,Areraj,Bihar,Immediately,8 Weeks,1,2023-06-26 00:00:00,12000.0
DAY-NULM,Part Time,DAY NULM BISWANATH CHARIALI,2023-06-23 00:00:00,Biswanath,Assam,Immediately,12 Weeks,1,2023-06-23 00:00:00,5000.0
DAY-NULM,Part Time,DAY NULM BISWANATH CHARIALI,2023-06-23 00:00:00,Biswanath,Assam,Immediately,12 Weeks,1,2023-06-23 00:00:00,5000.0
NULM INTERN,Full Time,Nagar Palik Nigam Rajnandgaon,2023-06-26 00:00:00,Rajnandgaon,Chhattisgarh,Immediately,3 Months,1,2023-07-05 00:00:00,2500.0
SOCIAL MOBILIZER,Full Time,CITY MISSION MANAGEMENT UNIT DAY NULM JORHAT,2023-07-01 00:00:00,Jorhat,Assam,Immediately,2 Months,2,2023-07-15 00:00:00,5000.0
"INTERN FOR URBAN LIVELIHOOD, ENTERPRISE DEVELOPMENT OF URBAN POOR",Full Time,"CMMU, Guwahati Municipal Corporation ,  DAY NULM- Assam",2023-07-03 00:00:00,Kamrup Metropolitan,Assam,Immediately,2 Months,4,2023-10-31 00:00:00,5000.0
NULM INTERN,Full Time,"CMMU, Guwahati Municipal Corporation ,  DAY NULM- Assam",2023-07-03 00:00:00,Kamrup Metropolitan,Assam,Immediately,2 Months,17,2025-02-28 00:00:00,5000.0
DAY-NULM,Full Time,TPAINAPUR,2023-07-03 00:00:00,Ainapur,Karnataka,Immediately,2 Months,1,2023-07-15 00:00:00,5000.0
SOCIAL MEDIA  CONTENT CREATOR,Full Time,DAY NULM TITABAR ULB,2023-07-05 00:00:00,Jorhat,Assam,Immediately,2 Months,1,2023-07-10 00:00:00,5000.0
URBAN WOMEN EMPOWERMENT,Full Time,ULB DIGBOI DAY NULM,2023-07-06 00:00:00,Tinsukia,Assam,Immediately,8 Weeks,3,2023-08-06 00:00:00,5000.0
NULM INTERN,Full Time,MC Bathinda,2023-07-07 00:00:00,Bathinda,Punjab,Immediately,2 Months,2,2023-07-11 00:00:00,12000.0
NULM INTERN,Full Time,Nagar Palik Nigam Rajnandgaon,2023-07-07 00:00:00,Rajnandgaon,Chhattisgarh,Immediately,3 Months,1,2023-07-25 00:00:00,2500.0
SHG- CAPACITY BUILDING INTERN,Full Time,NULM RANGIA,2023-07-11 00:00:00,Kamrup,Assam,Immediately,2 Months,2,2023-09-30 00:00:00,5000.0
DAY-NULM,Full Time,NULM NORTH GUWAHATI,2023-07-11 00:00:00,Kamrup,Assam,Immediately,2 Months,5,2023-07-20 00:00:00,5000.0
DATA ENTRY OPERATOR,Full Time,Bhiwandi Nizampur City Municipal Corporation,2023-07-12 00:00:00,Bhiwandi,Maharashtra,Immediately,11 Months,1,2023-07-31 00:00:00,9000.0
DATA ENTRY OPERATOR,Full Time,Bhiwandi Nizampur City Municipal Corporation,2023-07-12 00:00:00,Bhiwandi,Maharashtra,Immediately,3 Months,8,2023-07-31 00:00:00,5000.0
COMPUTER OPERATOR CUM DATA ENTRY INTERNS,Part Time,Municipal Council Kamptee,2023-07-14 00:00:00,Nagpur,Maharashtra,Immediately,6 Months,2,2023-07-31 00:00:00,5000.0
MASS COMMUNICATIONS & SOCIAL MEDIA AND ONBOARDING OF SHG PRODUCT THROUGH ECOMMERCE,Full Time,DAYNULMBASUGAON,2023-07-15 00:00:00,Chirang,Assam,Immediately,2 Months,1,2024-01-31 00:00:00,5000.0
FINANCIAL INCLUSION OF URBAN POOR - INDIVIDUAL AND SHG,Full Time,DAYNULMBASUGAON,2023-07-15 00:00:00,Chirang,Assam,Immediately,2 Months,2,2023-11-30 00:00:00,5000.0
MOBILIZATION OF URBAN POOR AND BUILDING COMMUNITY INSTITUTION AND ENTERPRISE DEVELOPMENT,Full Time,DAYNULMBASUGAON,2023-07-15 00:00:00,Chirang,Assam,Immediately,2 Months,2,2024-01-31 00:00:00,5000.0
12000,Full Time,NAGAR PARISHAD KANTI,2023-07-18 00:00:00,Muzaffarpur,Bihar,Immediately,3 Months,1,2023-07-31 00:00:00,12000.0
NULM INTERN,Full Time,ASULMS BARPETA,2023-07-19 00:00:00,Barpeta,Assam,Immediately,8 Weeks,1,2023-08-01 00:00:00,5000.0
"URBAN LIVELIHOOD, ENTERPRISE DEVELOPMENT OF URBAN POOR",Full Time,GAURIPUR MUNICIPAL BOARD DIST :- DHUBRI (ASSAM),2023-07-20 00:00:00,Dhubri,Assam,Immediately,3 Months,5,2023-08-31 00:00:00,5000.0
"URBAN LIVELIHOOD, ENTERPRISE DEVELOPMENT OF URBAN POOR",Full Time,"BILASIPARA MUNICIPAL BOARD, DIST DHUBRI, ASSAM",2023-07-20 00:00:00,Dhubri,Assam,Immediately,3 Months,5,2023-07-31 00:00:00,5000.0
DAYNULM INTERN,Full Time,Daund Municipal Council,2023-07-22 00:00:00,Pune,Maharashtra,Immediately,52 Weeks,2,2024-07-10 00:00:00,5000.0
"URBAN LIVELIHOOD, ENTERPRISE DEVELOPMENT OF URBAN POOR",Full Time,NULM CHAPAR MUNICIPAL BOARD,2023-07-24 00:00:00,Dhubri,Assam,Immediately,6 Months,5,2023-08-15 00:00:00,5000.0
PM SVANIDHI INTERNSHIP,Full Time,NULM CHAPAR MUNICIPAL BOARD,2023-07-24 00:00:00,Dhubri,Assam,Immediately,12 Weeks,5,2023-07-30 00:00:00,5000.0
SOCIAL MOBILISER,Full Time,Mangaldai Municipal Board,2023-07-24 00:00:00,Mangaldoi,Assam,Immediately,3 Months,2,2023-08-15 00:00:00,5000.0
"URBANU LIVELIHOOD, ENTERPRISE DEVELOPMENT OF URBAN POOR",Full Time,ASULMS Sapatgram Municipal Board,2023-07-24 00:00:00,Dhubri,Assam,Immediately,3 Months,5,2023-07-30 00:00:00,5000.0
NULM INTERN,Full Time,ASULMS SORBHOG,2023-07-25 00:00:00,Sorbhog,Assam,Immediately,8 Weeks,3,2023-12-31 00:00:00,5000.0
NULM INTERN,Full Time,ASULMS HOWLY,2023-07-27 00:00:00,Barpeta,Assam,Immediately,8 Weeks,3,2023-09-30 00:00:00,5000.0
COMPUTER OPERATOR CUM DATA ENTRY INTERNS,Full Time,City Mission Management Unit NULM Hailakandi,2023-07-27 00:00:00,Hailakandi,Assam,Immediately,6 Months,5,2023-08-25 00:00:00,5000.0
"URBAN LIVELIHOOD, ENTERPRISE DEVELOPMENT OF URBAN POOR",Full Time,Assam State Urban Livelihoods Mission Society Golakganj Municipal Board Dist Dhubri Assam,2023-07-28 00:00:00,Dhubri,Assam,Immediately,3 Months,5,2023-08-30 00:00:00,5000.0
SUPPORT TO E-COMMERCE PORTAL,Full Time,City Mission Management Unit NULM Hailakandi,2023-07-28 00:00:00,Hailakandi,Assam,Immediately,6 Months,2,2023-08-25 00:00:00,5000.0
MARKETING EXPERT,Full Time,City Mission Management Unit NULM Hailakandi,2023-07-28 00:00:00,Hailakandi,Assam,Immediately,6 Months,2,2023-08-25 00:00:00,5000.0
FINANCIAL INCLUSION EXPERT,Full Time,City Mission Management Unit NULM Hailakandi,2023-07-28 00:00:00,Hailakandi,Assam,Immediately,6 Months,2,2023-08-25 00:00:00,5000.0
URBAN WOMEN EMPOWERMENT,Full Time,ULB DOOMDOOMA DAY NULM,2023-08-01 00:00:00,Tinsukia,Assam,Immediately,8 Weeks,3,2023-08-31 00:00:00,5000.0
URBAN WOMEN EMPOWERMENT,Full Time,ULB CHAPAKHOWA DAY NULM,2023-08-01 00:00:00,Tinsukia,Assam,Immediately,8 Weeks,3,2023-08-31 00:00:00,5000.0
URBAN WOMEN EMPOWERMENT,Full Time,ULB MAKUM DAY NULM,2023-08-01 00:00:00,Tinsukia,Assam,Immediately,8 Weeks,3,2023-08-31 00:00:00,5000.0
SOCIAL MEDIA EXPERT,Full Time,City Mission Management Unit NULM Hailakandi,2023-08-01 00:00:00,Hailakandi,Assam,Immediately,6 Months,2,2023-08-31 00:00:00,5000.0
COMMUNITY RESOURCE PERSON,Full Time,City Mission Management Unit NULM Hailakandi,2023-08-01 00:00:00,Hailakandi,Assam,Immediately,6 Months,3,2023-08-25 00:00:00,5000.0
INTERNSHIP PROGRAM AT NAGAR PANCHAYAT MADHOPUR SUSTA,Full Time,NAGAR PANCHAYAT MADHOPUR SUSTA,2023-08-02 00:00:00,Muzaffarpur,Bihar,Immediately,3 Months,1,2023-08-08 00:00:00,12000.0
SOCIAL MEDIA EXPERT,Full Time,DAY NULM KHARUPETIA MUNICIPAL BOARD,2023-08-09 00:00:00,Darrang,Assam,Immediately,Months,2,2023-08-31 00:00:00,5000.0
OFFICE ASSISTANT INTERN,Part Time,NULM,2023-08-11 00:00:00,Golaghat,Assam,Immediately,2 Months,5,2023-08-15 00:00:00,5000.0
NULM INTERN,Full Time,"CMMU, Guwahati Municipal Corporation ,  DAY NULM- Assam",2023-08-24 00:00:00,Kamrup Metropolitan,Assam,Immediately,2 Months,11,2023-11-24 00:00:00,5000.0
INTERN FOR NULM,Part Time,DAY NULM CMMU,2023-09-27 00:00:00,Tezpur,Assam,Immediately,2 Months,3,2023-10-31 00:00:00,2.0
E COMMERCE PLATFORM/ SOCIAL MEDIA INTERN,Full Time,Punjab State Livelihood Mission,2023-09-27 00:00:00,Chandigarh,Punjab,Immediately,2 Months,1,2024-01-23 00:00:00,5000.0
DAY NULM- WEBSITE DESIGN AND ANDROID APP DEVELOPMENT,Full Time,DAY NULM,2023-10-09 00:00:00,New Delhi,Delhi,Immediately,2 Months,20,2023-10-20 00:00:00,5000.0
DAY NULM ENTERPRENEURSHIP DEVELOPMENT,Full Time,DAY NULM,2023-10-09 00:00:00,New Delhi,Delhi,Immediately,2 Months,10,2023-10-15 00:00:00,5000.0
DAY NULM INTERN FOR SOCIAL MEDIA PROMOTION OF THE MISSION,Full Time,DAY NULM,2023-10-09 00:00:00,New Delhi,Delhi,Immediately,2 Months,5,2023-10-15 00:00:00,5000.0
DAYNULM INTERN,Full Time,Municipal Corporation Jalandhar,2023-10-11 00:00:00,Jalandhar,Punjab,Immediately,12 Weeks,2,2023-11-02 00:00:00,10000.0
SOCIAL EXPERT,Full Time,NAGPUR MUNICIPAL CORPORATION NAGPUR,2023-10-11 00:00:00,Nagpur,Maharashtra,Immediately,6 Months,10,2023-11-19 00:00:00,5000.0
DAYNULM INTERNS,Full Time,Nashik Muncipal Corporation,2023-10-11 00:00:00,Nashik,Maharashtra,Immediately,8 Weeks,6,2023-11-15 00:00:00,5000.0
ENGAGEMENT OF INTERNS UNDER DAY-NULM,Full Time,Municipal Corporation Patiala,2023-11-03 00:00:00,Patiala,Punjab,Immediately,5 Months,1,2024-02-10 00:00:00,10000.0
INTERNS FOR DAY-NULM  UNDER MC AMRITSAR,Full Time,Municipal Corporation Amritsar,2023-11-09 00:00:00,Amritsar,Punjab,Immediately,8 Weeks,3,2023-11-14 00:00:00,10000.0
STATE-LEVEL INTERNS - KUDUMBASHREE,Full Time,KUDUMBASHREE,2023-11-25 00:00:00,Thiruvananthapuram,Kerala,Immediately,3 Months,3,2024-05-31 00:00:00,8000.0
CITY LEVEL - INTERNS - KUDUMBASHREE,Full Time,KUDUMBASHREE,2023-11-25 00:00:00,Thiruvananthapuram,Kerala,Immediately,1 month,93,2024-06-04 00:00:00,8000.0
DAY-NULM,Full Time,MUNICIPAL CORPORATION LUDHIANA,2023-11-28 00:00:00,Ludhiana,Punjab,Immediately,12 Weeks,1,2023-12-02 00:00:00,10000.0
SOCIAL EXPERT,Full Time,NAGPUR MUNICIPAL CORPORATION NAGPUR,2023-12-01 00:00:00,Nagpur,Maharashtra,Immediately,6 Months,7,2023-12-10 00:00:00,5000.0
LIVELIHOOD AND SKILL DEVELOPMENT -TULIP,Full Time,"Urban Local Body, Rahatgarh",2023-12-10 00:00:00,Sagar,Madhya Pradesh,Immediately,2 Months,1,2023-12-18 00:00:00,5000.0
DAYNULM INTERN,Full Time,Manmad Municipal Council,2023-12-14 00:00:00,Manmad,Maharashtra,Immediately,8 Weeks,3,2023-12-18 00:00:00,5000.0
DAY NULM ENTERPRENEURSHIP DEVELOPMENT,Full Time,Municipal Council Jagraon,2023-12-15 00:00:00,Jagraon,Punjab,Immediately,8 Weeks,1,2024-03-20 00:00:00,10000.0
INTERSHIP UNDER DAY NULM,Full Time,CITY MUNCIPAL COUNCIL SHORAPUR,2024-01-22 00:00:00,Shorapur,Karnataka,Immediately,5 Months,4,2024-01-25 00:00:00,5000.0
INTERNSHIP UNDER DAY NULM,Full Time,CMC Yadgiri,2024-01-22 00:00:00,Yadgir,Karnataka,Immediately,5 Months,6,2024-02-14 00:00:00,5000.0
INTERNSHIP UNDER DAY NULM,Full Time,TOWN MUNCIPAL KAKKERA,2024-01-23 00:00:00,Kakkera,Karnataka,Immediately,5 Months,3,2024-03-19 00:00:00,5000.0
INTERSHIP UNDER DAY NULM,Full Time,TOWN MUNCIPAL COUNCIL KEMBHAVI,2024-01-23 00:00:00,Kembhavi,Karnataka,Immediately,5 Months,2,2024-02-05 00:00:00,5000.0
INTERNSHIP UNDER DAY NULM,Full Time,TOWN PANCHAYATH HUNASAGI,2024-01-23 00:00:00,Hunsagi,Karnataka,Immediately,5 Months,1,2024-01-31 00:00:00,5000.0
INTERNSHIP UNDER DAY NULM,Full Time,TMC Gurumatkal,2024-01-23 00:00:00,Gurumatkal,Karnataka,Immediately,5 Months,2,2024-01-31 00:00:00,5000.0
DEENDAYAL ANTYODAYA YOJANE NULM,Full Time,CITY MUNICIPAL COUNCIL,2024-01-24 00:00:00,Chickmagalur,Karnataka,Immediately,5 Months,11,2024-02-05 00:00:00,5000.0
INTERSHIP UNDER DAY NULM,Full Time,City Corporation,2024-01-24 00:00:00,Davangere,Karnataka,Immediately,8 Weeks,38,2024-02-29 00:00:00,2500.0
INTERN FOR DAYNULM,Part Time,Town Municipal Council Kadur,2024-01-25 00:00:00,Kadur,Karnataka,Immediately,3 Months,3,2024-02-05 00:00:00,5000.0
SURVEYOR INTERN,Full Time,Kaup TMC,2024-01-25 00:00:00,Kaup,Karnataka,Immediately,3 Months,5,2024-09-24 00:00:00,8334.0
PM SVANIDHI INTERNSHIP,Part Time,Mulki Town Panchayath,2024-01-25 00:00:00,Mulki,Karnataka,Immediately,2 Months,1,2024-01-31 00:00:00,2500.0
DAY-NULM/PM SVANIDHI INTERN,Full Time,Shikaripura TMC,2024-01-29 00:00:00,Shikaripura,Karnataka,Immediately,5 Months,3,2024-02-15 00:00:00,5000.0
PM SVANIDHI INTERNSHIP,Full Time,Town Panchayat Saligrama,2024-01-30 00:00:00,Udipi,Karnataka,Immediately,5 Months,1,2024-03-11 00:00:00,1000.0
SELF HELP GROUP,Full Time,UDUPI CMC,2024-01-31 00:00:00,Udipi,Karnataka,Immediately,2 Months,10,2024-10-30 00:00:00,5000.0
PM SVANIDHI SOCIO ECONOMIC SURVEY,Part Time,TOWN MUNICIPAL COUNCIL KUNDAPURA 576201,2024-01-31 00:00:00,Udipi,Karnataka,Immediately,2 Months,1,2024-02-05 00:00:00,1000.0
DAYNULM INTERN,Full Time,Town Panchayath Jogkargal,2024-01-31 00:00:00,Jog-Kargal,Karnataka,Immediately,2 Months,1,2024-01-31 00:00:00,5000.0
SHELTER FOR URBAN HOMELESS,Part Time,UDUPI CMC,2024-01-31 00:00:00,Udipi,Karnataka,Immediately,2 Months,10,2024-02-03 00:00:00,5000.0
DAY NULM INTERNS,Full Time,Town Municipal Council Shiralakoppa,2024-01-31 00:00:00,Shikaripura,Karnataka,Immediately,3 Months,1,2024-08-01 00:00:00,5000.0
DAY NULM AND PMSVANIDHI,Full Time,Mangaluru City Corporation,2024-02-01 00:00:00,Mangalore,Karnataka,Immediately,2 Months,14,2024-10-26 00:00:00,2500.0
SELF EMPLOYMENT PROGRAMME DAY NULM,Full Time,UDUPI CMC,2024-02-01 00:00:00,Udipi,Karnataka,Immediately,2 Months,10,2024-02-03 00:00:00,5000.0
PM SVANIDHI INTERNSHIP,Full Time,Sullia Town Panchayath,2024-02-01 00:00:00,Sullia,Karnataka,Immediately,2 Months,1,2024-11-06 00:00:00,2500.0
DAYNULM INTERN,Part Time,TOWN MUNICIPAL COUNCIL KAMPLI,2024-02-01 00:00:00,Kampli,Karnataka,Immediately,2 Months,6,2024-03-02 00:00:00,5000.0
DAY NULM AND PMSVANIDHI,Full Time,Town Panchayath Tekkalakote,2024-02-03 00:00:00,Tekkalakote,Karnataka,Immediately,2 Months,3,2024-02-07 00:00:00,2500.0
THE URBAN LEARNING INTERNSHIP PROGRAM (TULIP),Part Time,Vitla Town Panchayath,2024-02-03 00:00:00,Vitla,Karnataka,Immediately,2 Months,1,2024-02-03 00:00:00,2500.0
"URBAN LIVELIHOOD, ENTERPRISE DEVELOPMENT OF URBAN POOR",Full Time,TMC Tarikere,2024-02-05 00:00:00,Tarikere,Karnataka,Immediately,5 Months,4,2024-04-08 00:00:00,1000.0
THE URBAN LEARNING INTERNSHIP PROGRAMME (TULIP),Full Time,Ballari City Corporation,2024-02-05 00:00:00,Bellary,Karnataka,Immediately,2 Months,35,2024-02-20 00:00:00,2500.0
